source_folder,route_code,file_name,flight_id,flight_date_local,flight_start_local,flight_end_local,duration_s,n_valid_points,n_waypoints,start_lon,start_lat,end_lon,end_lat,start_alt_agl,end_alt_agl,median_ground_speed
A航路,5060,20260318-120117.mat,A航路__5060__20260318-120117,2026-03-18,2026-03-18 12:01:17,2026-03-18 12:22:04,1247.080956,156191,23,114.117751189904,22.6440460234694,114.126863752181,22.6035254300592,0.0149102536961436,-36.4344062805176,0.0373796549514367
A航路,5060,20260318-122406.mat,A航路__5060__20260318-122406,2026-03-18,2026-03-18 12:24:06,2026-03-18 12:45:10,1264.762066,158413,23,114.126862369273,22.6035543564766,114.117671949459,22.6439961448345,-0.00692042615264654,36.9798164367676,0.0494379878714451
A航路,5060,20260318-154812.mat,A航路__5060__20260318-154812,2026-03-18,2026-03-18 15:48:12,2026-03-18 16:04:14,962.431184,120534,23,114.11770777959,22.6440156785879,114.126866728552,22.6035253196671,0.0338187366724014,-36.3303756713867,11.8159124442628
A航路,5060,20260318-161728.mat,A航路__5060__20260318-161728,2026-03-18,2026-03-18 16:17:28,2026-03-18 16:33:47,979.073072,122621,23,114.126852019182,22.6035256542015,114.11766176329,22.6440084515901,0.00301293469965458,36.8447418212891,11.8892647948479
A航路,5124,20251218-121242.mat,A航路__5124__20251218-121242,2025-12-18,2025-12-18 12:12:42,2025-12-18 12:26:14,812.459468,101856,18,114.118145223011,22.6440484962864,114.170365145825,22.6405721765328,0.0256023071706295,-29.3050155639648,11.8473237230642
